technology,capacity_type,location,0,1,2,3,4,5
biomass_plant,power,IE,9.26603924021955e-12,1.5529787009509562e-11,2.5413990799882006e-11,6.750585271108221e-11,4.926102332645714e-09,1.5785994646755406e-08
biomass_plant,power,IT,7.683959807695621e-12,1.0898254086226208e-11,1.9209953037794654e-11,3.693462747508158e-11,8.160804744923389e-11,5.800772111798124e-10
biomass_plant,power,LT,9.47194530576624e-12,1.3645736577805633e-11,2.2214155451255634e-11,3.799269194719415e-11,7.274895654651836e-11,6.804427557013e-10
biomass_plant,power,LU,1.4420677153033913e-09,6.663438862147964e-10,5.291144685365859e-10,9.534673010978246e-10,2.0615540793498867e-09,2.750066893206218e-08
biomass_plant,power,LV,9.528810356261549e-12,1.349932592145428e-11,2.0904337936097283e-11,3.845243381907389e-11,8.569128672819338e-11,3.144894307959612e-08
biomass_plant,power,NL,6.754073389796852e-12,1.0314565704143138e-11,1.792536572140023e-11,3.252436885966782e-11,7.284999216471933e-11,6.593075193243005e-10
biomass_plant,power,NO,8.416666086217717e-12,1.3588243379715634e-11,3.242590708463015e-11,7.25671531685961e-11,3.782000666909459e-09,1.6444282711680764e-08
biomass_plant,power,PL,6.983084526426383e-12,1.043439735404312e-11,1.7957501176413695e-11,4.01926466040128e-11,9.328515528230487e-11,3.4348454114776184e-08
biomass_plant,power,PT,7.99855778619875e-12,1.0306496490618497e-11,1.7525043565054577e-11,3.5801504838077435e-11,7.969175320632597e-11,4.583169895376542e-10
biomass_plant,power,RO,8.022867588561452e-12,1.2274451251644618e-11,2.151448501974574e-11,3.128080996760715e-11,9.086582771768984e-11,3.0889297454306305e-08
biomass_plant,power,SE,7.266106845386424e-12,1.1788567726586195e-11,1.8445116689498257e-11,2.8944560988356756e-11,5.3988792778710116e-11,3.2669060425918526e-10
biomass_plant,power,SI,8.25449374131328e-12,1.173893688570228e-11,2.7121093355797042e-11,6.812136398317102e-11,5.434820619663712e-09,2.641487177986302e-08
biomass_plant,power,SK,8.918844319937329e-12,1.3218486136371321e-11,2.0406396071139495e-11,3.849756441678817e-11,9.187678653201113e-11,3.356346060057277e-08
biomass_plant,power,UK,6.252631208988608e-12,9.482399702339566e-12,1.6490663460320648e-11,3.46462564999373e-11,7.542502206538041e-11,5.760301013718064e-10
biomass_plant_CCS,power,AT,1.2437843371347633e-09,7.155103371508335e-10,2.815922836782431e-09,2.4442051244526766e-08,1.1858738213903134e-07,3.1273510342032184e-07
biomass_plant_CCS,power,BE,1.2568201827048345e-09,4.296682161442433e-10,5.891843642754002e-09,0.5703237642765748,0.10895972619931149,8.024275271764046e-10
biomass_plant_CCS,power,BG,9.869140689151795e-10,7.074728820575264e-10,1.9825740159247374e-09,2.9731240250113888e-08,0.3422417717876819,7.768978569163969e-10
