technology,capacity_type,location,0,1,2,3,4,5,6,7,8,9
battery,power,EL,3.111172101172118e-06,3.132826509443543e-06,4.165885156860047e-06,6.012376764941846e-06,6.658897986669508e-06,9.504703779408207e-06,1.3943324053516895e-05,2.204114238566512e-05,3.155395073624973e-05,0.00013560748599286703
battery,power,ES,2.995122019650307e-06,3.017938812275289e-06,3.969425465755155e-06,5.576071954634743e-06,5.9114651575579726e-06,8.140271222714057e-06,1.0746691491948303e-05,1.522664966855851e-05,2.1698242196604563e-05,6.858129390626743e-05
battery,power,FI,3.1607069036045382e-06,3.1795607428730383e-06,4.227809948044047e-06,5.968965747667313e-06,6.476116443380114e-06,8.851750282413892e-06,1.1093699441993046e-05,1.738280875748556e-05,2.2241915153414105e-05,7.597299043617464e-05
battery,power,FR,3.0012807503928643e-06,3.0363853618825935e-06,4.106700231901393e-06,5.794634453415125e-06,6.136286587940442e-06,8.198836237042294e-06,1.0630214850750365e-05,1.562877171704922e-05,2.0520935891958576e-05,6.934594015106977e-05
battery,power,HR,3.0861210074396826e-06,3.1028726868610994e-06,4.089627177196696e-06,5.905698344809041e-06,7.4318900491012956e-06,1.0302616136203102e-05,1.3260913646770305e-05,2.1368481652615642e-05,2.746187499582447e-05,9.010016448426657e-05
battery,power,HU,3.067159523674406e-06,3.0883516566098835e-06,4.122097140397976e-06,6.062700822456044e-06,7.01937523286604e-06,1.0194806743297978e-05,1.3610135582949815e-05,2.1157229871884942e-05,2.8824690883199744e-05,9.68178854641507e-05
battery,power,IE,3.0910836811547685e-06,3.1167203590118424e-06,4.2645749974118525e-06,6.031937481118755e-06,6.455192772892579e-06,8.343043694804903e-06,1.0583262406793684e-05,1.4429322633179174e-05,1.740364791716495e-05,5.805871134094221e-05
battery,power,IT,3.0599404544533106e-06,3.0805189901003447e-06,4.0561398949448975e-06,5.950420693435365e-06,6.966160789294699e-06,1.037317674785938e-05,1.2855976583869666e-05,1.9425968521493607e-05,2.6518233088246318e-05,8.81923924213216e-05
battery,power,LT,3.195445957822574e-06,3.2136524646608447e-06,4.297017994595734e-06,6.138055053815589e-06,6.666610098934374e-06,9.057512249469584e-06,1.1951966982373881e-05,1.690158047615974e-05,2.110054752361031e-05,7.0864265732315e-05
battery,power,LU,3.023824763086832e-06,3.0602833735382567e-06,4.14618039747886e-06,5.853358459368542e-06,6.154210334185199e-06,8.114078166729381e-06,1.0558921055240964e-05,1.6069936601735765e-05,2.1632409481422456e-05,7.328404197957139e-05
